id,id_comment,video_id,texto_raw,texto_limpio,id_emocion,intensidad,id_tema,likes,fecha,texto_primera_pasada
380,7612017656607425311,7611543013990485268,"“¿A lo mejor en otra vida nos toca otra más chido, y si no, la volvemos a repetir…no pasa nada?”","“¿a lo mejor en otra vida nos toca otra más chido, y si no, la volvemos a repetir…no pasa nada?”",,,1,20,2026-02-28 14:36:46.000000,"“¿a lo mejor en otra vida nos toca otra más chido, y si no, la volvemos a repetir…no pasa nada?”"
381,7611962193853383445,7611543013990485268,"el solo queria una familia hablando de una mamá y un papá, algo decente que comer, ser piloto... ERA MUCHO PEDIR‽ [sticker]","el solo queria una familia hablando de una mamá y un papá, algo decente que comer, ser piloto... era[énfasis] mucho[énfasis] pedir[énfasis]‽",,,1,19,2026-02-28 11:01:11.000000,"el solo queria una familia hablando de una mamá y un papá, algo decente que comer, ser piloto... era[énfasis] mucho[énfasis] pedir[énfasis]‽"
384,7612025921168474911,7611543013990485268,Maldita sociedad podrida en que estamos viviendo este hermano sufrió como muy pocos emos sufrido.,maldita sociedad podrida en que estamos viviendo este hermano sufrió como muy pocos emos sufrido.,,,1,19,2026-02-28 15:08:54.000000,maldita sociedad podrida en que estamos viviendo este hermano sufrió como muy pocos emos sufrido.
385,7611775132021605127,7611543013990485268,espero que en esta vida pueda conocer el amor real de una familia,espero que en esta vida pueda conocer el amor real de una familia,,,1,21,2026-02-27 22:55:17.000000,espero que en esta vida pueda conocer el amor real de una familia
387,7611964137885172501,7611543013990485268,No pasa nada mamita 💖💖💖💖🫂🥺🥺🥺,no pasa nada mamita [te amo mucho],,,1,20,2026-02-28 11:08:42.000000,no pasa nada mamita 💖💖💖💖🫂🥺🥺🥺
388,7611791730475860754,7611543013990485268,😞😞 un nudo en la garganta....Dios te bendiga beto,[tristeza profunda] un nudo en la garganta...dios te bendiga beto,,,1,20,2026-02-27 23:59:37.000000,😞😞 un nudo en la garganta...dios te bendiga beto
389,7611778767169913608,7611543013990485268,ojalá y se cuide [sticker],ojalá y se cuide,,,1,21,2026-02-27 23:09:21.000000,ojalá y se cuide
394,7611767824410788625,7611543013990485268,A lo mejor en otra vida.... ojalá y a si sea [sticker],a lo mejor en otra vida... ojalá y a si sea,,,1,38,2026-02-27 22:26:50.000000,a lo mejor en otra vida... ojalá y a si sea
401,7611956741621793550,7611543013990485268,El hizo cosas malas pero él vivió muchas cosas malas. imagínate un niño de nueve años solo en la calle siendo secuestrado abusado. Sin madre o padre. es muy fuerte,el hizo cosas malas pero él vivió muchas cosas malas. imagínate un niño de nueve años solo en la calle siendo secuestrado abusado. sin madre o padre. es muy fuerte,,,1,19,2026-02-28 10:40:11.000000,el hizo cosas malas pero él vivió muchas cosas malas. imagínate un niño de nueve años solo en la calle siendo secuestrado abusado. sin madre o padre. es muy fuerte
409,7611753562838647559,7611543013990485268,"ojalá se entere de la empatía que logro entre los que vimos el podcasts, algunos se sintieron identificados otros más solo tristeza por qué cuántos "" betos "" hay por ahí","ojalá se entere de la empatía que logro entre los que vimos el podcasts, algunos se sintieron identificados otros más solo tristeza por qué cuántos "" betos "" hay por ahí",,,1,1,2026-02-27 21:31:33.000000,"ojalá se entere de la empatía que logro entre los que vimos el podcasts, algunos se sintieron identificados otros más solo tristeza por qué cuántos "" betos "" hay por ahí"
413,7611785560356864798,7611543013990485268,"""no pasa nada manita"".... 🥺🥺🥺","""no pasa nada manita""... [llorando mucho]",,,1,37,2026-02-27 23:36:02.000000,"""no pasa nada manita""... 🥺🥺🥺"
414,7612537575370949394,7611543013990485268,“A lo mejor en otra vida me toque algo más chido” [sticker],“a lo mejor en otra vida me toque algo más chido”,,,1,155,2026-03-02 00:13:55.000000,“a lo mejor en otra vida me toque algo más chido”
415,7611766923681219335,7611543013990485268,"Beto sufrió mucho, se resignó, y me dio mucha tristeza su historia. Que vida la de él.","beto sufrió mucho, se resignó, y me dio mucha tristeza su historia. que vida la de él.",,,1,107,2026-02-27 22:23:28.000000,"beto sufrió mucho, se resignó, y me dio mucha tristeza su historia. que vida la de él."
416,7611753190132548366,7611543013990485268,No hay niños malos hay padres malos🥺,no hay niños malos hay padres malos[llorando desesperado],,,1,38,2026-02-27 21:30:17.000000,no hay niños malos hay padres malos🥺
417,7611782965610562312,7611543013990485268,cómo se le ilumina el rostro cuando dijo que su sueño era ser piloto aviador 💔 [sticker],cómo se le ilumina el rostro cuando dijo que su sueño era ser piloto aviador [dolor de pérdida],,,1,159,2026-02-27 23:25:48.000000,cómo se le ilumina el rostro cuando dijo que su sueño era ser piloto aviador 💔
418,7614051128807834398,7611543013990485268,"el verdadero, no soy mala persona tuve mala suerte","el verdadero, no soy mala persona tuve mala suerte",,,1,11,2026-03-06 02:08:27.000000,"el verdadero, no soy mala persona tuve mala suerte"
419,7613570992925442824,7611543013990485268,"Me salieron lágrimas, debe ser feo sentirse solo. Yo siento que el ya esperaba eso incluso yo cuando ví su entrevista ya esperaba que sucediera eso más cuando dijo eso🥺 yo solo veo un niño que sufrió y que se me afiguraba que veía a lo lejos a niños recibir amor por sus padres escondido entre arbustos o viendo a lo lejos y llorando con su corazón roto, deseando ese amor y cariño😭😭😭","me salieron lágrimas, debe ser feo sentirse solo. yo siento que el ya esperaba eso incluso yo cuando ví su entrevista ya esperaba que sucediera eso más cuando dijo eso[llora tristeza profunda] yo solo veo un niño que sufrió y que se me afiguraba que veía a lo lejos a niños recibir amor por sus padres escondido entre arbustos o viendo a lo lejos y llorando con su corazón roto, deseando ese amor y cariño[llora desesperadamente]",,,1,9,2026-03-04 19:04:10.000000,"me salieron lágrimas, debe ser feo sentirse solo. yo siento que el ya esperaba eso incluso yo cuando ví su entrevista ya esperaba que sucediera eso más cuando dijo eso🥺 yo solo veo un niño que sufrió y que se me afiguraba que veía a lo lejos a niños recibir amor por sus padres escondido entre arbustos o viendo a lo lejos y llorando con su corazón roto, deseando ese amor y cariño😭😭😭"
420,7611795256200594197,7611543013990485268,"Son sentimientos encontrados de mi para el, primer porque el daño que recibió de niño nadie lo debería de pasar fue víctima de unos monstruos y eso me duele, pero se que de adulto hizo mucho mucho daño","son sentimientos encontrados de mi para el, primer porque el daño que recibió de niño nadie lo debería de pasar fue víctima de unos monstruos y eso me duele, pero se que de adulto hizo mucho mucho daño",,,1,18,2026-02-28 00:13:30.000000,"son sentimientos encontrados de mi para el, primer porque el daño que recibió de niño nadie lo debería de pasar fue víctima de unos monstruos y eso me duele, pero se que de adulto hizo mucho mucho daño"
421,7612011114754704146,7611543013990485268,El no es malo solo queria ser felis en la vida,el no es malo solo queria ser felis en la vida,,,1,17,2026-02-28 14:10:59.000000,el no es malo solo queria ser felis en la vida
424,7611773414851838740,7611543013990485268,Su misión en esta vida fue hacer esa entrevista para darnos cuenta de todo lo que pasa!! Ojalá !! Le llegaran todos estos mensajes ❤️,su misión en esta vida fue hacer esa entrevista para darnos cuenta de todo lo que pasa! ojalá ! le llegaran todos estos mensajes [amor y gratitud],,,1,18,2026-02-27 22:48:34.000000,su misión en esta vida fue hacer esa entrevista para darnos cuenta de todo lo que pasa! ojalá ! le llegaran todos estos mensajes ❤️
425,7611759288968741646,7611543013990485268,El valiente betito por contar su vida sin tapujos ..!!,el valiente betito por contar su vida sin tapujos ..!,,,1,18,2026-02-27 21:53:54.000000,el valiente betito por contar su vida sin tapujos ..!
429,7611942433450050317,7611543013990485268,En la otra vida me gustaría ser su mamá 🥺xq el solo le falto una buena madre,en la otra vida me gustaría ser su mamá [llorando de tristeza]xq el solo le falto una buena madre,,,1,17,2026-02-28 09:44:37.000000,en la otra vida me gustaría ser su mamá 🥺xq el solo le falto una buena madre
430,7611928911768814354,7611543013990485268,"El ""Te lo agradezco 🥀..."", le salió de corazón ❤️‍🩹. [sticker]","el ""te lo agradezco [flor de luto]..."", le salió de corazón [herida de amor].",,,1,22,2026-02-28 08:51:55.000000,"el ""te lo agradezco 🥀..."", le salió de corazón ❤️‍🩹."
431,7611961697327383317,7611543013990485268,“Aquellos que no conocen el dolor verdadero jamás entenderán la paz verdadera.” - Pain,“aquellos que no conocen el dolor verdadero jamás entenderán la paz verdadera.” - pain,,,1,30,2026-02-28 10:59:14.000000,“aquellos que no conocen el dolor verdadero jamás entenderán la paz verdadera.” - pain
432,7611721792898089736,7611543013990485268,"a lo mejor lo que nos faltó en esta, en otra vida no sobra 🫂","a lo mejor lo que nos faltó en esta, en otra vida no sobra [amor fraternal profundo]",,,1,25,2026-02-27 19:28:19.000000,"a lo mejor lo que nos faltó en esta, en otra vida no sobra 🫂"
433,7613606727570031378,7611543013990485268,Ojalá en otra vida sea un niño lleno de amor con padres responsables y afectivos nadie merece una infancia así 🥺,ojalá en otra vida sea un niño lleno de amor con padres responsables y afectivos nadie merece una infancia así [lleno de tristeza],,,1,14,2026-03-04 21:22:50.000000,ojalá en otra vida sea un niño lleno de amor con padres responsables y afectivos nadie merece una infancia así 🥺
434,7611759292588622608,7611543013990485268,Yo le digo a mis papás que te adopten 😭😭 [sticker],yo le digo a mis papás que te adopten [llorando desesperado],,,1,22,2026-02-27 21:53:56.000000,yo le digo a mis papás que te adopten 😭😭
441,7615152563752010517,7612081893902748959,"Escuchen relatos forenses donde Justo hacen un análisis de la entrevista. Ellos han trabajado con personas de este perfil.He visto a muchas personas escuchar esta historia y decir que sienten ganas de abrazarlo, ayudarlo o entenderlo.
Pero vale la pena preguntarnos algo: ¿se dan cuenta de que están sintiendo empatía por un victimario que no muestra arrepentimiento?
Hay personas que manipulan precisamente eso. Buscan provocar compasión, porque ser vistos, escuchados o incluso idolatrados alimenta su ego. Cuando la conversación gira alrededor de su dolor, se vuelve fácil olvidar a quienes realmente importan: las víctimas.
Sí, alguien puede haber sufrido. Pero el sufrimiento no quita la responsabilidad de las decisiones. Muchas personas han vivido historias igual o incluso más duras y eligieron no hacer daño. Algunas incluso dedican su vida a proteger a otros para que nadie pase por lo que ellos pasaron.
Por eso romantizar a un victimario es peligroso. Entender el contexto no puede significar normalizar la violencia.
Hay un punto donde la sociedad tiene que decir con claridad: no.
Lo que hiciste no es humano, y las víctimas merecen toda nuestra atención y protección.","escuchen relatos forenses donde justo hacen un análisis de la entrevista. ellos han trabajado con personas de este perfil.he visto a muchas personas escuchar esta historia y decir que sienten ganas de abrazarlo, ayudarlo o entenderlo.
pero vale la pena preguntarnos algo: ¿se dan cuenta de que están sintiendo empatía por un victimario que no muestra arrepentimiento?
hay personas que manipulan precisamente eso. buscan provocar compasión, porque ser vistos, escuchados o incluso idolatrados alimenta su ego. cuando la conversación gira alrededor de su dolor, se vuelve fácil olvidar a quienes realmente importan: las víctimas.
sí, alguien puede haber sufrido. pero el sufrimiento no quita la responsabilidad de las decisiones. muchas personas han vivido historias igual o incluso más duras y eligieron no hacer daño. algunas incluso dedican su vida a proteger a otros para que nadie pase por lo que ellos pasaron.
por eso romantizar a un victimario es peligroso. entender el contexto no puede significar normalizar la violencia.
hay un punto donde la sociedad tiene que decir con claridad: no.
lo que hiciste no es humano, y las víctimas merecen toda nuestra atención y protección.",,,1,1,2026-03-09 01:21:34.000000,"escuchen relatos forenses donde justo hacen un análisis de la entrevista. ellos han trabajado con personas de este perfil.he visto a muchas personas escuchar esta historia y decir que sienten ganas de abrazarlo, ayudarlo o entenderlo.
pero vale la pena preguntarnos algo: ¿se dan cuenta de que están sintiendo empatía por un victimario que no muestra arrepentimiento?
hay personas que manipulan precisamente eso. buscan provocar compasión, porque ser vistos, escuchados o incluso idolatrados alimenta su ego. cuando la conversación gira alrededor de su dolor, se vuelve fácil olvidar a quienes realmente importan: las víctimas.
sí, alguien puede haber sufrido. pero el sufrimiento no quita la responsabilidad de las decisiones. muchas personas han vivido historias igual o incluso más duras y eligieron no hacer daño. algunas incluso dedican su vida a proteger a otros para que nadie pase por lo que ellos pasaron.
por eso romantizar a un victimario es peligroso. entender el contexto no puede significar normalizar la violencia.
hay un punto donde la sociedad tiene que decir con claridad: no.
lo que hiciste no es humano, y las víctimas merecen toda nuestra atención y protección."
445,7612477536559301384,7612081893902748959,"yo por eso decidí no tener hijos, es una gran responsabilidad, es dedicación, tiempo","yo por eso decidí no tener hijos, es una gran responsabilidad, es dedicación, tiempo",,,1,1673,2026-03-01 20:20:59.000000,"yo por eso decidí no tener hijos, es una gran responsabilidad, es dedicación, tiempo"
447,7612499976467333905,7612081893902748959,Un adulto roto. 🥺,un adulto roto. [llorando desesperado],,,1,1673,2026-03-01 21:47:57.000000,un adulto roto. 🥺
449,7612644044426281748,7612081893902748959,"digan lo que quieran, pero uno puede sufrir de niño y aún así siendo adulto eres responsable de tus decisiones y de la vida que llevas","digan lo que quieran, pero uno puede sufrir de niño y aún así siendo adulto eres responsable de tus decisiones y de la vida que llevas",,,1,186,2026-03-02 07:07:04.000000,"digan lo que quieran, pero uno puede sufrir de niño y aún así siendo adulto eres responsable de tus decisiones y de la vida que llevas"
457,7612148652685017886,7612081893902748959,VAMOS TODOS A DARLE UN ABRAZO!!!! Dios mío era solo un niño 😭.,vamos[énfasis] todos[énfasis] a darle[énfasis] un abrazo[énfasis]! dios mío era solo un niño [llorando desesperado].,,,1,374,2026-02-28 23:04:45.000000,vamos[énfasis] todos[énfasis] a darle[énfasis] un abrazo[énfasis]! dios mío era solo un niño 😭.
459,7612666137985385234,7612081893902748959,"El Beto nos enseñó algo: En México la infancia si es destino para un gran porcentaje de la población. Cuidemos a las infancias aunque no hayan venido de nosotros, aunque nada nos una a ellos, Beto ya no es el pobrecito, Beto ya es un victimario, pero la enseñanza que nos dejó es que un abrazo o un poco de amor puede hacer una gran diferencia","el beto nos enseñó algo: en méxico la infancia si es destino para un gran porcentaje de la población. cuidemos a las infancias aunque no hayan venido de nosotros, aunque nada nos una a ellos, beto ya no es el pobrecito, beto ya es un victimario, pero la enseñanza que nos dejó es que un abrazo o un poco de amor puede hacer una gran diferencia",,,1,549,2026-03-02 08:32:43.000000,"el beto nos enseñó algo: en méxico la infancia si es destino para un gran porcentaje de la población. cuidemos a las infancias aunque no hayan venido de nosotros, aunque nada nos una a ellos, beto ya no es el pobrecito, beto ya es un victimario, pero la enseñanza que nos dejó es que un abrazo o un poco de amor puede hacer una gran diferencia"
461,7612876270272381717,7612081893902748959,Y así satanizan el aborto 🥺 esto es peor porque es matar en vida…,y así satanizan el aborto [dolor y tristeza] esto es peor porque es matar en vida…,,,1,100,2026-03-02 22:08:24.000000,y así satanizan el aborto 🥺 esto es peor porque es matar en vida…
464,7612538293972943634,7612081893902748959,"Entender lo que vivió no significa justificar lo que hizo sí, su historia es triste, pero también hay víctimas que no eligieron nada, mucha gente crece en situaciones difíciles y decide no hacer daño a otros, tener empatía está bien, pero romantizar la violencia no","entender lo que vivió no significa justificar lo que hizo sí, su historia es triste, pero también hay víctimas que no eligieron nada, mucha gente crece en situaciones difíciles y decide no hacer daño a otros, tener empatía está bien, pero romantizar la violencia no",,,1,190,2026-03-02 00:16:49.000000,"entender lo que vivió no significa justificar lo que hizo sí, su historia es triste, pero también hay víctimas que no eligieron nada, mucha gente crece en situaciones difíciles y decide no hacer daño a otros, tener empatía está bien, pero romantizar la violencia no"
476,7612529118084645652,7612081893902748959,yo no puedo ver el podcast siento que es un podcast demasiado fuerte para mí y los cortos que he visto en el tik tok me dejan helada,yo no puedo ver el podcast siento que es un podcast demasiado fuerte para mí y los cortos que he visto en el tik tok me dejan helada,,,1,68,2026-03-01 23:41:08.000000,yo no puedo ver el podcast siento que es un podcast demasiado fuerte para mí y los cortos que he visto en el tik tok me dejan helada
477,7613028281201869598,7612081893902748959,"El pudo crear su propia familia y darle mucho amor a sus hijos pero eligió otro camino, y no lo juzgo pero siempre hay opciones!","el pudo crear su propia familia y darle mucho amor a sus hijos pero eligió otro camino, y no lo juzgo pero siempre hay opciones!",,,1,13,2026-03-03 07:58:18.000000,"el pudo crear su propia familia y darle mucho amor a sus hijos pero eligió otro camino, y no lo juzgo pero siempre hay opciones!"
478,7612664026589823764,7612081893902748959,Donde la puedo ver completo por fa,donde la puedo ver completo por fa,,,1,6,2026-03-02 08:24:35.000000,donde la puedo ver completo por fa
482,7612324645743641358,7612081893902748959,"no lo pueden juzgar hasta que ustedes esten en sus zapatos. dejenlo, ojala dios lo haga entender que el odio tambien no lleva a nada bueno.","no lo pueden juzgar hasta que ustedes esten en sus zapatos. dejenlo, ojala dios lo haga entender que el odio tambien no lleva a nada bueno.",,,1,41,2026-03-01 10:27:55.000000,"no lo pueden juzgar hasta que ustedes esten en sus zapatos. dejenlo, ojala dios lo haga entender que el odio tambien no lleva a nada bueno."
488,7612629041166697234,7612081893902748959,"La gente opinando que pudo elegir otro camino. No tienen idea de lo que es la vida, opinan desde sus privilegios de vida y no me refiero a lo económico.","la gente opinando que pudo elegir otro camino. no tienen idea de lo que es la vida, opinan desde sus privilegios de vida y no me refiero a lo económico.",,,1,44,2026-03-02 06:08:52.000000,"la gente opinando que pudo elegir otro camino. no tienen idea de lo que es la vida, opinan desde sus privilegios de vida y no me refiero a lo económico."
489,7613024896784302855,7612081893902748959,si no vieron la historia completa no opinen 👌,si no vieron la historia completa no opinen [señal de aprobación],,,1,104,2026-03-03 07:44:53.000000,si no vieron la historia completa no opinen 👌
491,7612569865878684429,7612081893902748959,Quisiera abrazarlo y decirle que sus actos no justifican nada pero que sepa que hay amor en esta vida,quisiera abrazarlo y decirle que sus actos no justifican nada pero que sepa que hay amor en esta vida,,,1,20,2026-03-02 02:20:18.000000,quisiera abrazarlo y decirle que sus actos no justifican nada pero que sepa que hay amor en esta vida
492,7612927812849287944,7612081893902748959,"No es romantizar y en efecto muchos pasaron por situaciones “similares”, no iguales (ninguna experiencia es igual) pero tengan en cuenta que no todos tenemos/tienen la fuerza mental y emocional para tomar buenos caminos y si, todo eso tiene que ver con la infancia que se vive","no es romantizar y en efecto muchos pasaron por situaciones “similares”, no iguales (ninguna experiencia es igual) pero tengan en cuenta que no todos tenemos/tienen la fuerza mental y emocional para tomar buenos caminos y si, todo eso tiene que ver con la infancia que se vive",,,1,9,2026-03-03 01:28:15.000000,"no es romantizar y en efecto muchos pasaron por situaciones “similares”, no iguales (ninguna experiencia es igual) pero tengan en cuenta que no todos tenemos/tienen la fuerza mental y emocional para tomar buenos caminos y si, todo eso tiene que ver con la infancia que se vive"
493,7612689204862911250,7612081893902748959,"El no eligió ser así…(no lo justifico, pero en parte lo entiendo) 🥺🥺","el no eligió ser así…(no lo justifico, pero en parte lo entiendo) [llorando desesperado]",,,1,27,2026-03-02 10:02:18.000000,"el no eligió ser así…(no lo justifico, pero en parte lo entiendo) 🥺🥺"
494,7612712018005295879,7612081893902748959,"tus padres influyen mucho, pero no determinan tus actos ni pesan sobre tus decisiones. Desde cierta edad, sabemos qué esta bien y qué está mal.","tus padres influyen mucho, pero no determinan tus actos ni pesan sobre tus decisiones. desde cierta edad, sabemos qué esta bien y qué está mal.",,,1,7,2026-03-02 11:30:52.000000,"tus padres influyen mucho, pero no determinan tus actos ni pesan sobre tus decisiones. desde cierta edad, sabemos qué esta bien y qué está mal."
496,7612710667308729096,7612081893902748959,después de este podcats uno ve la vida de diferente manera una persona nos enseñó demasiadas cosas 🥺🥹 sabrá Beto el gran impacto que nos dejó en nuestras vidas con esto 🤯😢🥹,después de este podcats uno ve la vida de diferente manera una persona nos enseñó demasiadas cosas [llorando desesperado] sabrá beto el gran impacto que nos dejó en nuestras vidas con esto [impacto emocional profundo],,,1,13,2026-03-02 11:25:31.000000,después de este podcats uno ve la vida de diferente manera una persona nos enseñó demasiadas cosas 🥺🥹 sabrá beto el gran impacto que nos dejó en nuestras vidas con esto 🤯😢🥹
497,7612522043473249025,7612081893902748959,Oraciones para Beto 🙏🏻🙏🏻🙏🏻😭😭😭,oraciones para beto [pide ayuda desesperado],,,1,12,2026-03-01 23:13:47.000000,oraciones para beto 🙏🏻🙏🏻🙏🏻😭😭😭
498,7613085380731994881,7612081893902748959,"Una vez un maestro me dijo: “No existen las personas malas, existen personas que no han sido suficientemente amadas”","una vez un maestro me dijo: “no existen las personas malas, existen personas que no han sido suficientemente amadas”",,,1,27,2026-03-03 11:39:41.000000,"una vez un maestro me dijo: “no existen las personas malas, existen personas que no han sido suficientemente amadas”"
499,7613815896700896014,7612081893902748959,"Que historia más triste pobrecito Beto 😔 y a veces nosotros nos quejamos con una media pendejada que nos pase en la vida, pero esta historia si duele 😔","que historia más triste pobrecito beto [tristeza profunda] y a veces nosotros nos quejamos con una media pendejada que nos pase en la vida, pero esta historia si duele [tristeza profunda]",,,1,0,2026-03-05 10:54:53.000000,"que historia más triste pobrecito beto 😔 y a veces nosotros nos quejamos con una media pendejada que nos pase en la vida, pero esta historia si duele 😔"
501,7612695705019728661,7612081893902748959,en otra vida mi veto yo seré tú mamá y serás mui amado .y serás piloto,en otra vida mi veto yo seré tú mamá y serás mui amado .y serás piloto,,,1,11,2026-03-02 10:30:37.000000,en otra vida mi veto yo seré tú mamá y serás mui amado .y serás piloto
502,7612939663497560850,7612081893902748959,"Parece que ni siquiera escucharon la entrevista. El GOBIERNO RECLUTA NIÑOS de la calle y los entrena para ser sus sicarios, si no obedecen los matan y cuando ya no les sirven los botan o meten a la cárcel (como este caso). No se justifican sus acciones, pero si no conoces algo mejor, como aspiras a ello?","parece que ni siquiera escucharon la entrevista. el gobierno[énfasis] recluta[énfasis] niños[énfasis] de la calle y los entrena para ser sus sicarios, si no obedecen los matan y cuando ya no les sirven los botan o meten a la cárcel (como este caso). no se justifican sus acciones, pero si no conoces algo mejor, como aspiras a ello?",,,1,27,2026-03-03 02:14:11.000000,"parece que ni siquiera escucharon la entrevista. el gobierno[énfasis] recluta[énfasis] niños[énfasis] de la calle y los entrena para ser sus sicarios, si no obedecen los matan y cuando ya no les sirven los botan o meten a la cárcel (como este caso). no se justifican sus acciones, pero si no conoces algo mejor, como aspiras a ello?"
509,7612662816604734225,7612081893902748959,es fácil juzgar cuando nadie estuvo en su lugar 😞 NO TODOS SABEMOS SANAR LOS TRAUMAS QUE TUVIMOS DE NIÑOS😐,es fácil juzgar cuando nadie estuvo en su lugar [tristeza profunda] no todos[énfasis] sabemos[énfasis] sanar[énfasis] los[énfasis] traumas[énfasis] que[énfasis] tuvimos[énfasis] de niños[énfasis][indiferencia tranquila],,,1,16,2026-03-02 08:19:50.000000,es fácil juzgar cuando nadie estuvo en su lugar 😞 no todos[énfasis] sabemos[énfasis] sanar[énfasis] los[énfasis] traumas[énfasis] que[énfasis] tuvimos[énfasis] de niños[énfasis]😐
510,7612429838760362770,7612081893902748959,🥺 Todos abrazamos a Beto con su historia,[llorando de tristeza] todos abrazamos a beto con su historia,,,1,44,2026-03-01 17:16:00.000000,🥺 todos abrazamos a beto con su historia
511,7612538140885336845,7612081893902748959,"en otra vida, serás mi hijo y te voy a proteger como sea","en otra vida, serás mi hijo y te voy a proteger como sea",,,1,16,2026-03-02 00:17:02.000000,"en otra vida, serás mi hijo y te voy a proteger como sea"
512,7612649012256752392,7612081893902748959,"siempre he pensado que lo mas difícil de ser padre/madre es lo que le vas a transmitir mentalmente a tu hijo, pero muy poca gente entiende este punto o simplemente no le importa","siempre he pensado que lo mas difícil de ser padre/madre es lo que le vas a transmitir mentalmente a tu hijo, pero muy poca gente entiende este punto o simplemente no le importa",,,1,8,2026-03-02 07:26:18.000000,"siempre he pensado que lo mas difícil de ser padre/madre es lo que le vas a transmitir mentalmente a tu hijo, pero muy poca gente entiende este punto o simplemente no le importa"
513,7613452749850559263,7612081893902748959,yo creo que el odio de un hijo a su madre sera lo peor que le puede pasar a alguien 😬💔🥹,yo creo que el odio de un hijo a su madre sera lo peor que le puede pasar a alguien [miedo profundo intenso dolor],,,1,6,2026-03-04 11:25:35.000000,yo creo que el odio de un hijo a su madre sera lo peor que le puede pasar a alguien 😬💔🥹
514,7612266324568245005,7612081893902748959,Verga wey 💔☹️,verga wey [corazón roto triste],,,1,7,2026-03-01 06:42:06.000000,verga wey 💔☹️
